lambda,xi,epsilon,fisher_median,fisher_p2_5,fisher_p97_5,kl_median,kl_p2_5,kl_p97_5
0.0,256.0,0.0003,15342385.121120537,15342385.121120537,15342385.121120537,0.778890801605522,0.3198161610109124,1.292818403331043
0.0,256.0,0.001,281881.35242982855,281881.35242982855,281881.35242982855,0.9029568036874689,0.28617849213480356,1.3863248216561532
0.0,256.0,0.003,6615.351106853607,6615.351106853607,6615.351106853607,0.8350242040691875,0.3000044879809149,1.4391453306805695
0.0,256.0,0.01,703.0650842115182,703.0650842115182,703.0650842115182,0.8200802902486577,0.09702085954110728,1.315882607584989
0.0,256.0,0.03,109.32212095269044,109.32212095269044,109.32212095269044,0.8182609164778798,0.3052848124920523,1.4167996162737442
0.0,256.0,0.1,18.10258920232357,18.10258920232357,18.10258920232357,0.8133210866003234,0.40543954449346886,1.2314584572269334
0.0,512.0,0.0001,68661022.18936592,68661022.18936592,68661022.18936592,0.8345181440805793,0.22096714537155449,1.2646659679539172
0.0,512.0,0.0003,650401.5378896514,650401.5378896514,650401.5378896514,0.8004546212845243,0.3289153624160482,1.407739455550101
0.0,512.0,0.001,207579.91162088007,207579.91162088007,207579.91162088007,0.8463883118373536,0.2703196060995437,1.2947992750800499
0.0,512.0,0.003,125857.65493738126,125857.65493738126,125857.65493738126,0.7941012594687046,0.3250959405442374,1.3488717171560793
0.0,512.0,0.01,5173.481366756045,5173.481366756045,5173.481366756045,0.8221668835698275,0.19318245407406687,1.3726936277749662
0.0,512.0,0.03,1114.5759797456185,1114.5759797456185,1114.5759797456185,0.8503994363084519,0.2474121121687171,1.3724812554466335
0.0,512.0,0.1,11.583291413380167,11.583291413380167,11.583291413380167,0.8957341663896654,0.32922809888068527,1.225438791051586
0.0,1024.0,0.0001,8190535.615434719,8190535.615434719,8190535.615434719,0.8135884030276466,0.29852840707875805,1.3712740248335211
0.0,1024.0,0.0003,4360004.961620738,4360004.961620738,4360004.961620738,0.8448342444731278,0.35640190167321345,1.368655085583191
0.0,1024.0,0.001,126586.13415972059,126586.13415972059,126586.13415972059,0.8053262149603018,0.27687857953702544,1.2129799118399853
0.0,1024.0,0.003,28254.223245097215,28254.223245097215,28254.223245097215,0.8641021445410791,0.3454413537299418,1.4477803893489256
0.0,1024.0,0.01,11720.907422263603,11720.907422263603,11720.907422263603,0.8712395536407282,0.25294157386459126,1.596454780924333
0.0,1024.0,0.03,2169.0264747261776,2169.0264747261776,2169.0264747261776,0.8861449645577796,0.2859226575090962,1.429228512026668
0.0,1024.0,0.1,3.4404595871353765,3.4404595871353765,3.4404595871353765,0.8224030504095348,0.3296149200880731,1.3648660000247075
0.01,4.0,0.0001,8075529.960352623,8075529.960352623,8075529.960352623,0.11974982172830018,0.03373936432618476,0.3537484724063346
0.01,4.0,0.0003,217168.80038901418,217168.80038901418,217168.80038901418,0.11637141583789432,0.03741076910078389,0.471654364451483
0.01,4.0,0.001,107278.91584604872,107278.91584604872,107278.91584604872,0.12069875815938491,0.04075370558829051,0.4134210778125723
0.01,4.0,0.003,65991.84276665999,65991.84276665999,65991.84276665999,0.13136260403528033,0.03640881023774259,0.44056124511482503
0.01,4.0,0.01,497.5692766904681,497.5692766904681,497.5692766904681,0.15979186772874726,0.03905885790329749,0.8441916192169944
0.01,4.0,0.03,167.57459060341412,167.57459060341412,167.57459060341412,0.14818844789980684,0.043639226947810625,0.6863139289259137
0.01,4.0,0.1,16.054554705838992,16.054554705838992,16.054554705838992,0.16932341507322496,0.049451192944158937,1.157042554955947
0.01,8.0,0.0001,16304206.771287818,16304206.771287818,16304206.771287818,0.11894418290330433,0.03922212498014397,0.37566687116300806
0.01,8.0,0.0003,971892.6386402395,971892.6386402395,971892.6386402395,0.11861562854485494,0.042577791990880194,0.32371412287477536
0.01,8.0,0.001,57602.17577728041,57602.17577728041,57602.17577728041,0.12778789696703569,0.040133993619951125,0.408158943355538
0.01,8.0,0.003,3745.877055394838,3745.877055394838,3745.877055394838,0.13543273232505226,0.03062066301180498,0.4404268333937695
0.01,8.0,0.01,924.2561093915918,924.2561093915918,924.2561093915918,0.14060557945930546,0.05668569507325625,0.7621982784527644
0.01,8.0,0.03,139.22507845653197,139.22507845653197,139.22507845653197,0.14260748043804777,0.04398193901635771,0.6371581103903319
0.01,8.0,0.1,6.5354196970330465,6.5354196970330465,6.5354196970330465,0.15165840362021513,0.04099103955337409,1.0151504602026042
0.01,16.0,0.0001,9317107.390674355,9317107.390674355,9317107.390674355,0.12767469309360113,0.048528854783989606,0.36728218172464633
0.01,16.0,0.0003,1661230.0383765858,1661230.0383765858,1661230.0383765858,0.1184259936821736,0.038069427720200465,0.30929972784104615
0.01,16.0,0.001,238916.27343572443,238916.27343572443,238916.27343572443,0.13076598169532547,0.040194305042152906,0.38231132889003266
0.01,16.0,0.003,21685.14314364081,21685.14314364081,21685.14314364081,0.14494060038417972,0.048008815365795966,0.7135744610838848
0.01,16.0,0.01,626.0449355231327,626.0449355231327,626.0449355231327,0.13287938698827198,0.03537491997790064,0.5526949126922405
0.01,16.0,0.03,19.41283621909054,19.41283621909054,19.41283621909054,0.15458602471244792,0.04607467801393217,0.938972197608203
0.01,16.0,0.1,6.948236019364385,6.948236019364385,6.948236019364385,0.16765487895656886,0.05024092683149047,0.9967333241566024
0.01,32.0,0.0001,7421005.182365823,7421005.182365823,7421005.182365823,0.12149515076482832,0.03798308442785485,0.3354612246760856
0.01,32.0,0.0003,4051227.3392077847,4051227.3392077847,4051227.3392077847,0.12470814454769538,0.04436189439641055,0.44675995604383956
0.01,32.0,0.001,83324.66269902489,83324.66269902489,83324.66269902489,0.13893451362864817,0.044383704331925275,0.46920050633635035
0.01,32.0,0.003,20671.75153660756,20671.75153660756,20671.75153660756,0.1331885670163922,0.041870181054309494,0.595105325776673
0.01,32.0,0.01,1473.8110184538316,1473.8110184538316,1473.8110184538316,0.1227545131463559,0.037994365218701316,0.6343299986093334
0.01,32.0,0.03,174.75172649659834,174.75172649659834,174.75172649659834,0.13020862737555586,0.03337955960861858,0.6052272428810553
0.01,32.0,0.1,28.104457439397038,28.104457439397038,28.104457439397038,0.17228092035933368,0.04008507749227238,0.9960775357360881
0.01,64.0,0.0001,34347297.18121213,34347297.18121213,34347297.18121213,0.12279965120585912,0.03510638439936057,0.396897648377184
0.01,64.0,0.0003,5233716.31139837,5233716.31139837,5233716.31139837,0.13029590450423234,0.059118756348763214,0.3200476870065625
0.01,64.0,0.001,64292.1414336093,64292.1414336093,64292.1414336093,0.12818542805761216,0.04355585480089855,0.4087218611037162
0.01,64.0,0.003,74.08279565216701,74.08279565216701,74.08279565216701,0.13003978606015515,0.036110983926484125,0.5559445899072881
0.01,64.0,0.01,52.689973281043635,52.689973281043635,52.689973281043635,0.13669916606845547,0.04431649246146143,0.7259277282866149
0.01,64.0,0.03,79.68627504749698,79.68627504749698,79.68627504749698,0.14668506173628107,0.043768871689431756,1.04653866096215
0.01,64.0,0.1,3.515013226992394,3.515013226992394,3.515013226992394,0.14183628542939689,0.041760413795837545,0.8548908365174478
0.01,128.0,0.0001,1063380.0576720857,1063380.0576720857,1063380.0576720857,0.12406688682382291,0.02991670259316113,0.30095547761238917
0.01,128.0,0.0003,283735.79609401204,283735.79609401204,283735.79609401204,0.11910045931624391,0.03216273552658392,0.31430947825970196
0.01,128.0,0.001,367331.9297313706,367331.9297313706,367331.9297313706,0.12460853781464845,0.024930339592762044,0.39357838550128993
0.01,128.0,0.003,16948.949549856578,16948.949549856578,16948.949549856578,0.127317931497214,0.03903517939710571,0.5827568716892798
0.01,128.0,0.01,2565.564095293827,2565.564095293827,2565.564095293827,0.1439768193970667,0.05162871283866547,0.6147144923313769
0.01,128.0,0.03,35.9280859385967,35.9280859385967,35.9280859385967,0.16116750704776234,0.03803207451920618,0.6497647114203463
0.01,128.0,0.1,4.398425762243475,4.398425762243475,4.398425762243475,0.18524884832148855,0.04299219142062526,1.0732845656062557
0.01,256.0,0.0001,6379920.67356158,6379920.67356158,6379920.67356158,0.12200362606295294,0.038556608719820355,0.33448923680733755
0.01,256.0,0.0003,227542.1929968916,227542.1929968916,227542.1929968916,0.14369003645526374,0.042548193577785665,0.38928326606933816
0.01,256.0,0.001,304451.05968356534,304451.05968356534,304451.05968356534,0.13358744266628397,0.035009961272581915,0.5353596717869686
0.01,256.0,0.003,54016.99978420653,54016.99978420653,54016.99978420653,0.13681938407222954,0.035978992311597124,0.47277300886904416
0.01,256.0,0.01,2965.180134193422,2965.180134193422,2965.180134193422,0.13333101068122694,0.0447366302202223,0.766034664823121
0.01,256.0,0.03,17.17388846020876,17.17388846020876,17.17388846020876,0.16457188691554725,0.054237179880501835,0.8684950028689972
0.01,256.0,0.1,1.0937441437531528,1.0937441437531528,1.0937441437531528,0.15937744601608228,0.04173126293152561,1.1681345126007003
0.01,512.0,0.0001,478301.77461277874,478301.77461277874,478301.77461277874,0.1043838837302153,0.03662617557462399,0.23879623287068083
0.01,512.0,0.0003,533932.0595035846,533932.0595035846,533932.0595035846,0.12284202276734323,0.034753759985024835,0.35014790013085184
0.01,512.0,0.001,586965.6031041418,586965.6031041418,586965.6031041418,0.1321839458775126,0.038412499709897165,0.5414698194878909
0.01,512.0,0.003,7684.003569479884,7684.003569479884,7684.003569479884,0.1294045205575422,0.05520517806816849,0.7905869910908986
0.01,512.0,0.01,15.09591949677745,15.09591949677745,15.09591949677745,0.12744805663140257,0.031711965543781535,0.6760968542480251
0.01,512.0,0.03,284.9142543477777,284.9142543477777,284.9142543477777,0.16211475852223634,0.0485545769383997,0.7382098012005469
0.01,512.0,0.1,0.7054704986132599,0.7054704986132599,0.7054704986132599,0.16083662428629764,0.049325838651468945,1.037878906454884
0.01,1024.0,0.0001,8812070.475642096,8812070.475642096,8812070.475642096,0.11081178747024553,0.033596845226902344,0.30001984382041463
0.01,1024.0,0.0003,2713516.8280913043,2713516.8280913043,2713516.8280913043,0.12155028289668648,0.03768041609653095,0.3339665115300429
0.01,1024.0,0.001,159743.64320665578,159743.64320665578,159743.64320665578,0.14304096952466738,0.027214546266824593,0.4193196899159934
0.01,1024.0,0.003,2283.0522883660383,2283.0522883660383,2283.0522883660383,0.13052653768396122,0.03999472225736948,0.5326303054401136
0.01,1024.0,0.01,49.89597045304988,49.89597045304988,49.89597045304988,0.14280325406729763,0.04077726002449044,0.5974257526971072
0.01,1024.0,0.03,55.57229421031657,55.57229421031657,55.57229421031657,0.1490375855977707,0.041167837547265926,0.9649168428173455
0.01,1024.0,0.1,5.839086341356677,5.839086341356677,5.839086341356677,0.16673462509752446,0.04276150526451068,0.9260620718881598
0.05,4.0,0.0001,1017010.5735149803,1017010.5735149803,1017010.5735149803,0.04643369147510337,0.01042932027481418,0.40892603495405744
0.05,4.0,0.0003,124278.91460612413,124278.91460612413,124278.91460612413,0.041468258866998856,0.011506895490635573,0.25244073473478823
0.05,4.0,0.001,2320.8386302905833,2320.8386302905833,2320.8386302905833,0.04426356079427706,0.01319781820547413,0.3815093220119229
0.05,4.0,0.003,2820.2108253616802,2820.2108253616802,2820.2108253616802,0.043788537357787066,0.009573285489997852,0.4218635553989073
0.05,4.0,0.01,69.9781367660393,69.9781367660393,69.9781367660393,0.04568332609768886,0.013035640546115121,0.3929255428458695
0.05,4.0,0.03,16.885837310699312,16.885837310699312,16.885837310699312,0.043429528966810245,0.016307155403441673,0.6369828119929011
0.05,4.0,0.1,1.8027001030234662,1.8027001030234662,1.8027001030234662,0.059784411772212484,0.012899885182329431,0.6624540241001143
0.05,8.0,0.0001,2191131.0148990448,2191131.0148990448,2191131.0148990448,0.042858299555490476,0.010622368998302953,0.27300358753670645
0.05,8.0,0.0003,748.4015964932703,748.4015964932703,748.4015964932703,0.04214982580735384,0.011306885007283328,0.44237387269626915
0.05,8.0,0.001,1923.7843634426642,1923.7843634426642,1923.7843634426642,0.04432616608185851,0.007790115743547472,0.3421538732712483
0.05,8.0,0.003,13.25203656224526,13.25203656224526,13.25203656224526,0.042385409626936835,0.013844869255848779,0.29915931102654836
0.05,8.0,0.01,20.61510143308316,20.61510143308316,20.61510143308316,0.04395488273679368,0.009799519910606439,0.819915239404625
0.05,8.0,0.03,12.046591748197669,12.046591748197669,12.046591748197669,0.04947404173981197,0.010867277570906523,0.6020882199975768
0.05,8.0,0.1,19.94800488731254,19.94800488731254,19.94800488731254,0.05559182809666193,0.014126399375759532,0.7751330769016301
0.05,16.0,0.0001,16296.987331553579,16296.987331553579,16296.987331553579,0.04055548411030549,0.012775820557946004,0.2908219212200507
0.05,16.0,0.0003,4487.715842909801,4487.715842909801,4487.715842909801,0.035343179986474585,0.007372961010455028,0.25941416188466393
0.05,16.0,0.001,5980.0823179938,5980.0823179938,5980.0823179938,0.04909828641988615,0.010628089554474609,0.4475489862623788
0.05,16.0,0.003,3625.514101091972,3625.514101091972,3625.514101091972,0.04580497095296854,0.009819280127400095,0.5220254127959338
0.05,16.0,0.01,274.84785852467775,274.84785852467775,274.84785852467775,0.04754915273838965,0.01628649159384733,0.4698418516160563
0.05,16.0,0.03,1.669177958477457,1.669177958477457,1.669177958477457,0.052554865516732524,0.012139888162929182,0.44664204954953174
0.05,16.0,0.1,16.07744827334948,16.07744827334948,16.07744827334948,0.06813261631477399,0.012700719876784635,0.9184175798593313
0.05,32.0,0.0001,950204.5823392085,950204.5823392085,950204.5823392085,0.03792114822933444,0.007848306721866753,0.16767613036338033
0.05,32.0,0.0003,72243.82129675342,72243.82129675342,72243.82129675342,0.05342396236867995,0.010506218960789536,0.29888306963294653
0.05,32.0,0.001,6450.518479170447,6450.518479170447,6450.518479170447,0.050530062421460964,0.017094849732052563,0.41608443648937155
0.05,32.0,0.003,954.8276019430888,954.8276019430888,954.8276019430888,0.040660935009421535,0.01645523453176934,0.3374811760610371
0.05,32.0,0.01,62.07557906272525,62.07557906272525,62.07557906272525,0.05136985233966819,0.009160403007807339,0.5892969645442793
0.05,32.0,0.03,17.32958881133052,17.32958881133052,17.32958881133052,0.05718647034765806,0.011137259546449672,0.5542768544869328
0.05,32.0,0.1,1.6656769166669232,1.6656769166669232,1.6656769166669232,0.0531753726534331,0.014758076227751682,0.6362124232774713
0.05,64.0,0.0001,94467.3945388652,94467.3945388652,94467.3945388652,0.03975831627141196,0.010869185698006042,0.23990004952008334
0.05,64.0,0.0003,3240.047212295468,3240.047212295468,3240.047212295468,0.04584300674312504,0.010748131454833276,0.2731567512162443
0.05,64.0,0.001,3525.867259475012,3525.867259475012,3525.867259475012,0.04406861172695072,0.009282940565666684,0.3780801217729371
0.05,64.0,0.003,810.143665889929,810.143665889929,810.143665889929,0.0478180094068356,0.009277914447398571,0.33267720669499934
0.05,64.0,0.01,110.13544493918381,110.13544493918381,110.13544493918381,0.05124888403535455,0.014454437390280687,0.6296296005161461
0.05,64.0,0.03,86.8138723011114,86.8138723011114,86.8138723011114,0.051619258654307415,0.013324458790572938,0.5362045043882773
0.05,64.0,0.1,4.105655221549248,4.105655221549248,4.105655221549248,0.06990272040100015,0.014266433491416595,0.9514060685831969
0.05,128.0,0.0001,1794173.1402816486,1794173.1402816486,1794173.1402816486,0.04617635477683363,0.011463939490685335,0.24150033462800388
0.05,128.0,0.0003,1426508.2944299665,1426508.2944299665,1426508.2944299665,0.04679322337946733,0.011647197164651325,0.35026929975728227
0.05,128.0,0.001,23970.01376547807,23970.01376547807,23970.01376547807,0.051798729242335376,0.014333432303105804,0.4187483620010394
0.05,128.0,0.003,677.0306294994164,677.0306294994164,677.0306294994164,0.04461051212958253,0.009577361133132236,0.2845693078001937
0.05,128.0,0.01,242.48829450849453,242.48829450849453,242.48829450849453,0.04621998203033065,0.011392080091492843,0.4699563666752533
0.05,128.0,0.03,8.086027209702442,8.086027209702442,8.086027209702442,0.05597198897911672,0.015356612122782358,0.36602138712713816
0.05,128.0,0.1,26.614250990852643,26.614250990852643,26.614250990852643,0.04956349076106799,0.010668533150065667,0.6533654176100615
0.05,256.0,0.0001,262863.8834224607,262863.8834224607,262863.8834224607,0.03804909022823007,0.011644711570940209,0.2776311017681186
0.05,256.0,0.0003,60156.77830424323,60156.77830424323,60156.77830424323,0.0430421528815621,0.008525953438745062,0.5078449607606859
0.05,256.0,0.001,39362.87923210959,39362.87923210959,39362.87923210959,0.03609134723470357,0.00782748523551845,0.3452242734212907
0.05,256.0,0.003,2290.07923152085,2290.07923152085,2290.07923152085,0.043938343375015926,0.012097974985894398,0.4574414243637206
0.05,256.0,0.01,1012.4745655382803,1012.4745655382803,1012.4745655382803,0.05006878978690306,0.011611302292746999,0.5063626243025683
0.05,256.0,0.03,16.72484120330208,16.72484120330208,16.72484120330208,0.05485141990845911,0.01518685157923977,0.5144518704158576
0.05,256.0,0.1,0.9340126627878725,0.9340126627878725,0.9340126627878725,0.05236551916196722,0.013385531472447558,0.8483175640082232
0.05,512.0,0.0001,126569.81719266869,126569.81719266869,126569.81719266869,0.03916148799633248,0.007967894219189822,0.2696550736669261
0.05,512.0,0.0003,11602.414475559835,11602.414475559835,11602.414475559835,0.040872278912505444,0.011276367730644488,0.2881858356811014
0.05,512.0,0.001,5260.125093291786,5260.125093291786,5260.125093291786,0.048796773375619655,0.01296494636325785,0.3469373215164181
0.05,512.0,0.003,2514.6794777095906,2514.6794777095906,2514.6794777095906,0.04666970678582587,0.011179913015341512,0.5317382125136657
0.05,512.0,0.01,226.92866066635864,226.92866066635864,226.92866066635864,0.043009310118270805,0.009986632226278139,0.31624990118095236
0.05,512.0,0.03,5.621962749272568,5.621962749272568,5.621962749272568,0.05192572951186225,0.011679031609292418,0.4502870128529202
0.05,512.0,0.1,0.3999924273291232,0.3999924273291232,0.3999924273291232,0.05348009155257816,0.019119882692286427,0.5404743648172591
0.05,1024.0,0.0001,560497.8048885915,560497.8048885915,560497.8048885915,0.04191094956734433,0.013191522046015716,0.26530660373631454
0.05,1024.0,0.0003,98487.22090068767,98487.22090068767,98487.22090068767,0.048804088700947656,0.01470989932816389,0.5087451665250302
0.05,1024.0,0.001,8439.560841311983,8439.560841311983,8439.560841311983,0.03839848893894732,0.014433437095510869,0.33149950350636453
0.05,1024.0,0.003,234.9881384189068,234.9881384189068,234.9881384189068,0.0414782104687312,0.014510770182084036,0.5250898682933532
0.05,1024.0,0.01,25.80513974957721,25.80513974957721,25.80513974957721,0.040316968875014805,0.012622478317268045,0.3030887494928582
0.05,1024.0,0.03,10.21068599872543,10.21068599872543,10.21068599872543,0.05244046586208734,0.011838279792052472,0.5639666707882723
0.05,1024.0,0.1,0.6036012489379899,0.6036012489379899,0.6036012489379899,0.04426422320177126,0.017562601572648828,0.5220873564785186
0.1,4.0,0.0001,1496730.7604717421,1496730.7604717421,1496730.7604717421,0.021543628361945108,0.007506694383588278,0.3217024824248882
0.1,4.0,0.0003,8947.471917854975,8947.471917854975,8947.471917854975,0.030230339181419683,0.007974054519170718,0.5097779598894248
0.1,4.0,0.001,1049.2585708259526,1049.2585708259526,1049.2585708259526,0.025085010366140862,0.005956053282481097,0.3616755328923819
0.1,4.0,0.003,145.89569163863277,145.89569163863277,145.89569163863277,0.033482165720576496,0.0077430466316103985,0.41595643883954686
0.1,4.0,0.01,48.48025754596852,48.48025754596852,48.48025754596852,0.021801931268757194,0.006183069779573405,0.28106468158908865
0.1,4.0,0.03,13.471291165196764,13.471291165196764,13.471291165196764,0.03340767348427298,0.007321731410303783,0.5779692941382081
0.1,4.0,0.1,0.325326497355704,0.325326497355704,0.325326497355704,0.03838244559599477,0.008633191204567512,0.5387192918499739
0.1,8.0,0.0001,171200.42587371456,171200.42587371456,171200.42587371456,0.025221831053061416,0.006448973088662468,0.5117208948799826
0.1,8.0,0.0003,48266.43991907234,48266.43991907234,48266.43991907234,0.03165606270298949,0.006013333237844246,0.42388248838814485
0.1,8.0,0.001,783.2912588471966,783.2912588471966,783.2912588471966,0.03512492738629118,0.006196701467627005,0.3681369040435459
0.1,8.0,0.003,232.60361583219884,232.60361583219884,232.60361583219884,0.03593409055731548,0.006495749293039933,0.4632267191438996
0.1,8.0,0.01,169.54457606964988,169.54457606964988,169.54457606964988,0.032133745461082136,0.005427999751214953,0.3616717291993055
0.1,8.0,0.03,3.589953630786815,3.589953630786815,3.589953630786815,0.03410549232870383,0.008763679143142229,0.6507158669517056
0.1,8.0,0.1,0.5217310287058643,0.5217310287058643,0.5217310287058643,0.02896024596707575,0.008200746622881103,0.8693776427723339
0.1,16.0,0.0001,14007.950089629487,14007.950089629487,14007.950089629487,0.022853955587131547,0.00571134250389532,0.5328825827279481
0.1,16.0,0.0003,21180.65118706081,21180.65118706081,21180.65118706081,0.030523260974566323,0.007079410956831546,0.44398602741089466
0.1,16.0,0.001,8051.519078293696,8051.519078293696,8051.519078293696,0.02326204988948847,0.006390499405491928,0.33874854026554146
0.1,16.0,0.003,436.6324006349446,436.6324006349446,436.6324006349446,0.033612923526313024,0.00919371997917566,0.36732319828473314
0.1,16.0,0.01,4.703134473522468,4.703134473522468,4.703134473522468,0.028947644616250566,0.007176692538065505,0.4163519585874402
0.1,16.0,0.03,5.0260996186953095,5.0260996186953095,5.0260996186953095,0.03094582226972277,0.0069961443497162795,0.44302935389733916
0.1,16.0,0.1,1.5039224023888222,1.5039224023888222,1.5039224023888222,0.03857679649170725,0.005788363136358754,0.6103692122699282
0.1,32.0,0.0001,614183.4949765562,614183.4949765562,614183.4949765562,0.02537817927192871,0.0050232256171284205,0.2807484855645472
0.1,32.0,0.0003,149077.3528667216,149077.3528667216,149077.3528667216,0.030958095104889838,0.006956507021172407,0.3108579008525193
0.1,32.0,0.001,762.804695160836,762.804695160836,762.804695160836,0.02677918203809107,0.006511438609501773,0.5189391384118058
0.1,32.0,0.003,30.16130010898423,30.16130010898423,30.16130010898423,0.03144580974482298,0.004955973338006314,0.2581576982388084
0.1,32.0,0.01,0.8410908844472963,0.8410908844472963,0.8410908844472963,0.03676157674388198,0.009469618546668933,0.5920306337739448
0.1,32.0,0.03,4.632905722898057,4.632905722898057,4.632905722898057,0.03309335381625307,0.005291925892845608,0.2700413484902435
0.1,32.0,0.1,0.4206110495509073,0.4206110495509073,0.4206110495509073,0.04490608817232848,0.009660525801949331,0.711264094108407
0.1,64.0,0.0001,46223.328645139154,46223.328645139154,46223.328645139154,0.022557203583091552,0.007313616679727149,0.2805539190907393
